,GW,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,name
10,741.0,1.0,299.0,0.0,0.0,0.0,96.0,3.0,5.0,248.0,139.0,9.0,0.0,9500.0,0.0,0.0,7255.0,4.0,3.0,0.0,33.800000000000004,399091.0,85.4,9.0,0.0,0.0,460.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,25.0,0.0,741.0,0.0,1676042.0,13.0,6.0,1.0,44.0,67.0,113.0,23.0,-42291.0,4114.0,46405.0,2624.0,19.0,0.0,1.0,Liverpool,Adam Lallana
11,744.0,1.0,436.0,2.0,0.0,1.0,165.0,2.0,55.0,353.0,70.8,8.0,0.0,14668.0,0.0,0.0,7316.0,17.0,20.0,0.0,30.100000000000005,406280.0,200.99999999999997,3.0,0.0,0.0,1002.0,1.0,3.0,384.0,0.0,0.0,0.0,0.0,52.0,0.0,744.0,0.0,200178.0,5.0,9.0,1.0,54.0,57.0,27.0,26.0,8265.0,20688.0,12423.0,1640.0,19.0,0.0,5.0,Watford,Adam Masina
12,741.0,1.0,872.0,0.0,1.0,1.0,383.0,8.0,93.0,718.0,199.79999999999995,20.0,0.0,1102.0,1.0,0.0,7175.0,18.0,33.0,1.0,68.5,390693.0,373.99999999999994,11.0,0.0,0.0,2067.0,0.0,4.0,416.0,0.0,1.0,0.0,0.0,109.0,1.0,741.0,0.0,1276549.0,37.0,24.0,4.0,51.0,75.0,110.0,70.0,-14272.0,82784.0,97056.0,1670.0,19.0,0.0,5.0,Bournemouth,Adam Smith
13,739.0,3.0,253.0,3.0,2.0,0.0,110.0,1.0,10.0,215.0,172.09999999999997,22.0,0.0,6460.0,0.0,0.0,7230.0,8.0,8.0,0.0,51.599999999999994,394874.0,131.40000000000003,10.0,0.0,0.0,600.0,2.0,5.0,404.0,0.0,0.0,0.0,0.0,42.0,0.0,739.0,0.0,255162.0,37.0,4.0,4.0,45.0,55.0,211.0,34.0,-7975.0,12074.0,20049.0,1938.0,19.0,0.0,0.0,Everton,Ademola Lookman
14,744.0,0.0,881.0,1.0,3.0,2.0,334.0,5.0,156.0,731.0,61.900000000000006,1.0,0.0,14516.0,1.0,1.0,7316.0,19.0,32.0,0.0,54.49999999999999,406112.0,404.6,5.0,0.0,0.0,1924.0,1.0,1.0,384.0,0.0,0.0,0.0,0.0,76.0,0.0,744.0,0.0,864833.0,8.0,17.0,4.0,54.0,57.0,79.0,57.0,33056.0,81636.0,48580.0,1610.0,19.0,0.0,3.0,Watford,Adrian Mariappa
15,741.0,0.0,79.0,0.0,0.0,0.0,16.0,0.0,2.0,68.0,6.3,1.0,0.0,8778.0,0.0,0.0,7244.0,0.0,1.0,0.0,2.1,398369.0,14.200000000000001,0.0,0.0,0.0,87.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,5.0,0.0,741.0,0.0,409441.0,3.0,2.0,0.0,47.0,52.0,0.0,3.0,-8852.0,4086.0,12938.0,1817.0,19.0,0.0,0.0,Leicester,Adrien Sebastian Perruchet Silva
16,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15162.0,0.0,0.0,7297.0,0.0,0.0,0.0,0.0,404753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,787407.0,0.0,0.0,0.0,47.0,60.0,0.0,0.0,-13831.0,4237.0,18068.0,1643.0,19.0,0.0,0.0,West Ham,Adrián San Miguel del Castillo
17,745.0,1.0,450.0,1.0,0.0,3.0,152.0,2.0,34.0,353.0,98.9,17.0,0.0,760.0,0.0,2.0,7148.0,8.0,20.0,1.0,44.8,392642.0,224.20000000000002,6.0,0.0,0.0,983.0,1.0,1.0,418.0,0.0,0.0,0.0,0.0,59.0,1.0,745.0,0.0,817049.0,29.0,11.0,1.0,47.0,77.0,126.0,34.0,-12549.0,50913.0,63462.0,1675.0,19.0,0.0,1.0,Arsenal,Ainsley Maitland-Niles
18,741.0,0.0,106.0,0.0,0.0,0.0,24.0,0.0,1.0,92.0,42.0,2.0,0.0,9120.0,0.0,0.0,7255.0,1.0,2.0,0.0,6.699999999999999,398711.0,20.0,3.0,0.0,0.0,154.0,0.0,1.0,396.0,0.0,0.0,0.0,0.0,5.0,0.0,741.0,0.0,623831.0,3.0,1.0,1.0,44.0,67.0,5.0,4.0,-15691.0,8697.0,24388.0,1593.0,19.0,0.0,0.0,Liverpool,Alberto Moreno
19,740.0,4.0,1027.0,6.0,16.0,12.0,350.0,5.0,67.0,739.0,499.50000000000006,23.0,0.0,18240.0,0.0,0.0,7217.0,61.0,78.0,11.0,273.40000000000003,407353.0,638.8000000000001,32.0,0.0,0.0,3280.0,34.0,1.0,402.0,0.0,1.0,0.0,0.0,81.0,0.0,740.0,0.0,36327625.0,112.0,7.0,57.0,48.0,67.0,1593.0,134.0,169224.0,2811333.0,2642109.0,2506.0,19.0,5.0,7.0,Fulham,Aleksandar Mitrovic
20,742.0,0.0,60.0,1.0,1.0,0.0,32.0,0.0,3.0,38.0,38.3,2.0,0.0,5814.0,0.0,0.0,7203.0,4.0,3.0,0.0,11.3,395881.0,19.2,3.0,0.0,0.0,173.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,11.0,0.0,742.0,0.0,423615.0,4.0,0.0,3.0,55.0,49.0,59.0,12.0,-10925.0,12207.0,23132.0,1838.0,19.0,0.0,0.0,Crystal Palace,Alexander Sørloth
21,745.0,12.0,769.0,6.0,11.0,20.0,560.0,6.0,45.0,573.0,482.4000000000001,45.0,0.0,836.0,0.0,0.0,7148.0,51.0,31.0,13.0,260.59999999999997,392722.0,808.0000000000001,31.0,0.0,0.0,2497.0,24.0,5.0,418.0,0.0,0.0,0.0,0.0,72.0,0.0,745.0,0.0,20698602.0,83.0,11.0,32.0,47.0,77.0,1319.0,166.0,497315.0,2568851.0,2071536.0,3603.0,19.0,9.0,2.0,Arsenal,Alexandre Lacazette
22,744.0,5.0,382.0,5.0,1.0,1.0,168.0,2.0,10.0,284.0,297.2,14.0,0.0,11210.0,0.0,0.0,7264.0,14.0,10.0,1.0,81.1,402588.0,207.59999999999997,21.0,0.0,0.0,869.0,8.0,5.0,392.0,0.0,0.0,0.0,0.0,39.0,0.0,744.0,0.0,3974457.0,37.0,10.0,3.0,57.0,62.0,307.0,47.0,-442459.0,57949.0,500408.0,3821.0,19.0,1.0,3.0,Manchester United,Alexis Sánchez
23,745.0,8.0,950.0,10.0,2.0,3.0,382.0,4.0,23.0,737.0,596.7,46.0,0.0,570.0,1.0,0.0,7148.0,8.0,32.0,3.0,171.1,392442.0,469.0,40.0,0.0,0.0,1961.0,2.0,12.0,418.0,0.0,0.0,0.0,0.0,90.0,0.0,745.0,0.0,3129976.0,95.0,12.0,10.0,47.0,77.0,646.0,99.0,24086.0,319141.0,295055.0,2071.0,19.0,0.0,0.0,Arsenal,Alex Iwobi
24,745.0,0.0,586.0,0.0,0.0,6.0,414.0,4.0,23.0,265.0,0.0,1.0,0.0,12464.0,1.0,1.0,7297.0,0.0,44.0,0.0,58.6,404537.0,585.1999999999999,0.0,0.0,0.0,2250.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,198.0,0.0,745.0,78.0,6531290.0,0.0,0.0,0.0,48.0,62.0,0.0,73.0,5905.0,275254.0,269349.0,1686.0,19.0,0.0,1.0,Southampton,Alex McCarthy
25,741.0,0.0,13.0,0.0,1.0,0.0,7.0,0.0,1.0,10.0,10.8,1.0,0.0,9424.0,0.0,0.0,7255.0,0.0,0.0,0.0,4.0,399015.0,10.2,1.0,0.0,0.0,19.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,1.0,0.0,741.0,0.0,87618.0,0.0,1.0,0.0,44.0,67.0,19.0,2.0,-785.0,1910.0,2695.0,2437.0,19.0,0.0,0.0,Liverpool,Alex Oxlade-Chamberlain
26,741.0,0.0,890.0,2.0,0.0,2.0,251.0,7.0,26.0,666.0,497.9000000000001,27.0,0.0,7828.0,0.0,0.0,7234.0,13.0,40.0,2.0,134.00000000000003,397419.0,297.40000000000003,32.0,0.0,0.0,2079.0,7.0,10.0,400.0,0.0,0.0,0.0,0.0,128.0,0.0,741.0,0.0,173587.0,81.0,16.0,18.0,43.0,55.0,546.0,69.0,-1602.0,12733.0,14335.0,1834.0,19.0,0.0,2.0,Huddersfield,Alex Pritchard
27,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.0,0.0,0.0,7183.0,0.0,0.0,0.0,0.0,393766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,0.0,217616.0,0.0,0.0,0.0,51.0,52.0,0.0,0.0,-3984.0,2784.0,6768.0,1638.0,19.0,0.0,0.0,Cardiff,Alex Smithies
28,740.0,0.0,477.0,0.0,1.0,2.0,174.0,1.0,96.0,394.0,23.2,0.0,0.0,18506.0,0.0,1.0,7217.0,6.0,26.0,0.0,31.299999999999997,407626.0,259.2,2.0,0.0,0.0,1130.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,62.0,0.0,740.0,0.0,279134.0,2.0,5.0,1.0,48.0,67.0,31.0,19.0,-11376.0,4116.0,15492.0,1840.0,19.0,0.0,2.0,Fulham,Alfie Mawson
29,751.0,0.0,276.0,0.0,0.0,0.0,61.0,5.0,14.0,193.0,104.0,13.0,0.0,18088.0,0.0,0.0,7159.0,19.0,16.0,0.0,35.49999999999999,413919.0,94.39999999999999,5.0,0.0,0.0,1014.0,6.0,4.0,414.0,0.0,1.0,0.0,0.0,75.0,0.0,751.0,0.0,1581495.0,48.0,8.0,10.0,44.0,51.0,162.0,33.0,-45479.0,4898.0,50377.0,2562.0,19.0,0.0,2.0,Brighton,Alireza Jahanbakhsh
30,741.0,0.0,1075.0,0.0,0.0,9.0,771.0,21.0,33.0,864.0,0.1,2.0,0.0,17784.0,3.0,3.0,7255.0,0.0,22.0,0.0,67.6,407375.0,676.9999999999997,0.0,0.0,0.0,3420.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,334.0,0.0,741.0,76.0,49508427.0,1.0,1.0,0.0,44.0,67.0,0.0,176.0,325450.0,1257121.0,931671.0,2203.0,19.0,0.0,1.0,Liverpool,Alisson Ramses Becker
31,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18430.0,0.0,0.0,7182.0,0.0,0.0,0.0,0.0,408021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,250317.0,0.0,0.0,0.0,53.0,60.0,0.0,0.0,-4196.0,1189.0,5385.0,1659.0,19.0,0.0,0.0,Burnley,Anders Lindegaard
32,744.0,3.0,980.0,3.0,1.0,6.0,302.0,5.0,67.0,857.0,234.60000000000005,11.0,0.0,11362.0,0.0,1.0,7264.0,21.0,18.0,2.0,89.2,402756.0,399.2,15.0,0.0,0.0,1397.0,0.0,1.0,392.0,0.0,1.0,0.0,0.0,113.0,0.0,744.0,0.0,1197320.0,14.0,14.0,9.0,57.0,62.0,257.0,62.0,13715.0,156237.0,142522.0,1900.0,19.0,1.0,4.0,Manchester United,Ander Herrera
33,746.0,0.0,460.0,0.0,0.0,0.0,133.0,3.0,30.0,424.0,8.4,1.0,0.0,4522.0,0.0,0.0,7203.0,8.0,7.0,0.0,13.600000000000001,396804.0,120.6,0.0,0.0,0.0,615.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,49.0,0.0,746.0,0.0,1021952.0,0.0,2.0,0.0,36.0,66.0,6.0,22.0,-46402.0,7966.0,54368.0,1919.0,19.0,0.0,1.0,Chelsea,Andreas Christensen
34,744.0,1.0,347.0,2.0,0.0,2.0,115.0,1.0,19.0,286.0,139.5,7.0,0.0,18278.0,1.0,0.0,7264.0,12.0,13.0,1.0,33.8,410088.0,132.8,9.0,0.0,0.0,590.0,1.0,2.0,392.0,0.0,0.0,0.0,0.0,46.0,0.0,744.0,0.0,640977.0,21.0,6.0,1.0,57.0,62.0,67.0,27.0,-14357.0,39000.0,53357.0,1746.0,19.0,0.0,5.0,Manchester United,Andreas Pereira
35,741.0,12.0,2400.0,14.0,0.0,29.0,906.0,21.0,82.0,1995.0,767.2,29.0,0.0,9386.0,0.0,3.0,7255.0,19.0,20.0,0.0,183.60000000000002,398977.0,748.8000000000002,49.0,0.0,0.0,3216.0,1.0,20.0,396.0,0.0,0.0,0.0,0.0,223.0,0.0,741.0,0.0,73657494.0,42.0,26.0,8.0,44.0,67.0,318.0,213.0,927004.0,2650621.0,1723617.0,2487.0,19.0,0.0,4.0,Liverpool,Andrew Robertson
36,741.0,0.0,836.0,1.0,0.0,0.0,206.0,4.0,48.0,726.0,163.0,3.0,0.0,1330.0,0.0,1.0,7175.0,7.0,37.0,0.0,39.199999999999996,390921.0,190.8,10.0,0.0,0.0,1438.0,0.0,1.0,416.0,0.0,0.0,0.0,0.0,90.0,0.0,741.0,0.0,400340.0,6.0,4.0,7.0,51.0,75.0,38.0,36.0,-15198.0,11197.0,26395.0,1779.0,19.0,0.0,2.0,Bournemouth,Andrew Surman
37,744.0,2.0,236.0,3.0,9.0,10.0,254.0,4.0,6.0,157.0,183.89999999999998,9.0,0.0,15010.0,0.0,0.0,7316.0,12.0,23.0,7.0,112.79999999999998,406654.0,331.79999999999995,14.0,0.0,0.0,1352.0,16.0,2.0,384.0,0.0,0.0,0.0,0.0,22.0,0.0,744.0,0.0,2268206.0,32.0,1.0,8.0,54.0,57.0,620.0,83.0,216807.0,444851.0,228044.0,2262.0,19.0,2.0,2.0,Watford,Andre Gray
38,741.0,1.0,204.0,1.0,1.0,2.0,88.0,1.0,5.0,167.0,84.60000000000001,2.0,0.0,17214.0,0.0,2.0,7297.0,8.0,6.0,2.0,29.1,406805.0,86.0,5.0,0.0,0.0,456.0,1.0,0.0,382.0,0.0,0.0,0.0,0.0,29.0,0.0,741.0,0.0,1445025.0,13.0,1.0,3.0,47.0,60.0,122.0,27.0,-31421.0,83584.0,115005.0,2569.0,19.0,1.0,2.0,West Ham,Andriy Yarmolenko
39,742.0,5.0,1027.0,3.0,4.0,8.0,520.0,11.0,59.0,811.0,928.4999999999999,58.0,0.0,5662.0,0.0,0.0,7203.0,10.0,46.0,6.0,229.60000000000002,395721.0,742.9999999999998,61.0,0.0,0.0,3007.0,9.0,34.0,406.0,0.0,0.0,0.0,0.0,194.0,0.0,742.0,0.0,5910770.0,115.0,22.0,26.0,55.0,49.0,622.0,135.0,102026.0,550744.0,448718.0,2204.0,19.0,1.0,1.0,Crystal Palace,Andros Townsend
40,739.0,2.0,1206.0,1.0,1.0,2.0,268.0,9.0,42.0,1022.0,154.60000000000002,38.0,0.0,19304.0,0.0,0.0,7230.0,49.0,28.0,1.0,63.1,407800.0,268.4,6.0,0.0,0.0,1977.0,0.0,3.0,404.0,0.0,0.0,0.0,0.0,180.0,0.0,739.0,0.0,394593.0,66.0,18.0,11.0,45.0,55.0,207.0,64.0,-11135.0,26922.0,38057.0,2056.0,19.0,0.0,7.0,Everton,André Filipe Tavares Gomes
41,740.0,0.0,1041.0,0.0,0.0,0.0,235.0,3.0,67.0,912.0,137.0,39.0,0.0,19456.0,0.0,0.0,7217.0,24.0,33.0,0.0,61.400000000000006,408596.0,315.79999999999995,7.0,0.0,0.0,1512.0,2.0,1.0,402.0,0.0,0.0,0.0,0.0,122.0,1.0,740.0,0.0,246881.0,52.0,17.0,7.0,48.0,67.0,163.0,37.0,-4763.0,11798.0,16561.0,1678.0,19.0,0.0,1.0,Fulham,André-Frank Zambo Anguissa
42,740.0,0.0,520.0,5.0,1.0,2.0,260.0,2.0,28.0,406.0,310.6,21.0,0.0,18164.0,0.0,1.0,7217.0,17.0,43.0,6.0,114.00000000000001,407275.0,361.79999999999995,21.0,0.0,0.0,1638.0,11.0,10.0,402.0,0.0,0.0,0.0,0.0,82.0,0.0,740.0,0.0,8114448.0,61.0,15.0,21.0,48.0,67.0,474.0,75.0,-245226.0,455654.0,700880.0,2173.0,19.0,0.0,2.0,Fulham,André Schürrle
43,741.0,0.0,136.0,0.0,3.0,0.0,10.0,0.0,11.0,83.0,51.400000000000006,3.0,0.0,15884.0,0.0,0.0,7297.0,11.0,7.0,0.0,25.799999999999997,405475.0,41.800000000000004,4.0,0.0,0.0,454.0,3.0,0.0,382.0,0.0,0.0,0.0,0.0,14.0,0.0,741.0,0.0,179633.0,11.0,2.0,7.0,47.0,60.0,169.0,12.0,-573.0,17520.0,18093.0,2057.0,19.0,0.0,2.0,West Ham,Andy Carroll
44,741.0,1.0,796.0,1.0,0.0,2.0,314.0,2.0,151.0,666.0,54.199999999999996,2.0,0.0,15314.0,0.0,0.0,7297.0,15.0,36.0,1.0,68.5,404905.0,462.40000000000003,4.0,0.0,0.0,1871.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,93.0,0.0,741.0,0.0,1387714.0,4.0,7.0,7.0,47.0,60.0,168.0,48.0,-8293.0,58782.0,67075.0,1613.0,19.0,0.0,2.0,West Ham,Angelo Ogbonna
45,745.0,0.0,288.0,0.0,0.0,4.0,206.0,3.0,11.0,103.0,0.0,0.0,0.0,17176.0,3.0,0.0,7297.0,0.0,18.0,0.0,23.800000000000004,409446.0,239.20000000000002,0.0,0.0,0.0,1080.0,0.0,0.0,388.0,0.0,0.0,0.0,1.0,80.0,0.0,745.0,33.0,778045.0,1.0,0.0,0.0,48.0,62.0,0.0,47.0,67307.0,106630.0,39323.0,1647.0,19.0,0.0,0.0,Southampton,Angus Gunn
46,751.0,6.0,616.0,6.0,2.0,2.0,293.0,3.0,33.0,477.0,580.8000000000001,33.0,0.0,2090.0,0.0,0.0,7159.0,22.0,41.0,2.0,131.4,397018.0,389.59999999999997,35.0,0.0,0.0,1828.0,3.0,17.0,414.0,0.0,0.0,0.0,0.0,120.0,1.0,751.0,0.0,1759456.0,62.0,12.0,8.0,44.0,51.0,345.0,74.0,4339.0,259650.0,255311.0,2033.0,19.0,1.0,4.0,Brighton,Anthony Knockaert
47,744.0,4.0,705.0,3.0,5.0,13.0,389.0,5.0,13.0,560.0,503.3,28.0,0.0,11438.0,0.0,0.0,7264.0,14.0,25.0,10.0,178.9,402840.0,532.8000000000001,36.0,0.0,0.0,1613.0,6.0,2.0,392.0,0.0,0.0,0.0,0.0,66.0,0.0,744.0,0.0,12304832.0,64.0,8.0,7.0,57.0,62.0,755.0,122.0,107379.0,1836188.0,1728809.0,2774.0,19.0,2.0,2.0,Manchester United,Anthony Martial
48,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914.0,0.0,0.0,7183.0,0.0,0.0,0.0,0.0,394354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,0.0,205304.0,0.0,0.0,0.0,51.0,52.0,0.0,0.0,-9690.0,2577.0,12267.0,1675.0,19.0,0.0,0.0,Cardiff,Anthony Pilkington
49,746.0,2.0,2536.0,2.0,3.0,9.0,609.0,12.0,133.0,2321.0,143.6,4.0,0.0,4484.0,0.0,0.0,7203.0,28.0,35.0,1.0,98.49999999999997,396764.0,566.8,8.0,0.0,0.0,2871.0,1.0,0.0,408.0,0.0,0.0,0.0,0.0,208.0,0.0,746.0,0.0,8711672.0,9.0,12.0,14.0,36.0,66.0,273.0,116.0,-10189.0,411834.0,422023.0,2265.0,19.0,0.0,7.0,Chelsea,Antonio Rüdiger
50,744.0,0.0,270.0,0.0,0.0,1.0,92.0,2.0,11.0,227.0,111.2,3.0,0.0,10944.0,0.0,0.0,7264.0,7.0,5.0,0.0,17.9,402294.0,61.400000000000006,7.0,0.0,0.0,466.0,0.0,5.0,392.0,0.0,0.0,0.0,0.0,32.0,0.0,744.0,0.0,1567143.0,4.0,4.0,2.0,57.0,62.0,6.0,17.0,-33910.0,27410.0,61320.0,2442.0,19.0,0.0,2.0,Manchester United,Antonio Valencia
51,743.0,1.0,746.0,2.0,2.0,3.0,290.0,6.0,104.0,536.0,217.5,10.0,0.0,3876.0,0.0,1.0,7183.0,26.0,40.0,1.0,78.90000000000002,394312.0,370.6,16.0,0.0,0.0,2266.0,0.0,2.0,410.0,0.0,0.0,0.0,0.0,172.0,0.0,743.0,0.0,1598892.0,12.0,15.0,13.0,51.0,52.0,201.0,65.0,-34737.0,90168.0,124905.0,1675.0,19.0,0.0,5.0,Cardiff,Aron Gunnarsson
52,741.0,2.0,877.0,0.0,0.0,0.0,311.0,4.0,99.0,730.0,212.0,35.0,0.0,15580.0,0.0,0.0,7297.0,16.0,29.0,0.0,70.30000000000001,405171.0,434.4,14.0,0.0,0.0,1757.0,0.0,4.0,382.0,0.0,0.0,0.0,0.0,147.0,0.0,741.0,0.0,4225607.0,41.0,14.0,2.0,47.0,60.0,55.0,49.0,-39253.0,218911.0,258164.0,1650.0,19.0,0.0,2.0,West Ham,Arthur Masuaku
53,741.0,0.0,285.0,0.0,0.0,4.0,218.0,4.0,6.0,163.0,0.0,0.0,0.0,950.0,0.0,0.0,7175.0,0.0,18.0,0.0,30.300000000000004,390541.0,302.0,0.0,0.0,0.0,1080.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,97.0,0.0,741.0,39.0,16207025.0,0.0,0.0,0.0,51.0,75.0,0.0,46.0,110309.0,418367.0,308058.0,1525.0,19.0,0.0,2.0,Bournemouth,Artur Boruc
54,743.0,0.0,26.0,0.0,0.0,0.0,15.0,0.0,8.0,18.0,1.6,0.0,0.0,3648.0,0.0,0.0,7183.0,0.0,4.0,0.0,1.8,394060.0,14.799999999999999,0.0,0.0,0.0,129.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,4.0,0.0,743.0,0.0,1453398.0,1.0,0.0,0.0,51.0,52.0,0.0,2.0,-23169.0,30724.0,53893.0,1486.0,19.0,0.0,0.0,Cardiff,Ashley Darel Jazz Richards
55,741.0,3.0,517.0,6.0,12.0,13.0,394.0,7.0,33.0,307.0,309.9,6.0,0.0,3230.0,0.0,0.0,7182.0,53.0,41.0,12.0,192.9,392821.0,581.1999999999999,22.0,0.0,0.0,2378.0,22.0,1.0,412.0,1.0,0.0,0.0,0.0,78.0,0.0,741.0,0.0,3064058.0,46.0,11.0,21.0,53.0,60.0,1042.0,122.0,66090.0,408046.0,341956.0,2159.0,19.0,2.0,8.0,Burnley,Ashley Barnes
56,741.0,8.0,1418.0,9.0,2.0,10.0,518.0,7.0,95.0,1085.0,643.1,8.0,0.0,3040.0,0.0,2.0,7182.0,30.0,55.0,2.0,152.29999999999998,392631.0,623.0,41.0,0.0,0.0,2821.0,1.0,16.0,412.0,0.0,0.0,0.0,0.0,238.0,0.0,741.0,0.0,5060333.0,21.0,18.0,5.0,53.0,60.0,253.0,111.0,141538.0,476909.0,335371.0,1723.0,19.0,1.0,5.0,Burnley,Ashley Westwood
57,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6042.0,0.0,0.0,7230.0,0.0,0.0,0.0,0.0,394434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,0.0,126776.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,-5096.0,194.0,5290.0,1710.0,19.0,0.0,0.0,Everton,Ashley Williams
58,744.0,3.0,1377.0,6.0,0.0,4.0,450.0,4.0,120.0,1072.0,650.5,16.0,0.0,11134.0,0.0,0.0,7264.0,37.0,44.0,2.0,133.0,402504.0,554.4,39.0,0.0,0.0,2568.0,4.0,16.0,392.0,0.0,0.0,0.0,0.0,167.0,1.0,744.0,0.0,3684291.0,36.0,21.0,5.0,57.0,62.0,124.0,73.0,1156.0,214513.0,213357.0,2180.0,19.0,0.0,8.0,Manchester United,Ashley Young
59,741.0,0.0,532.0,0.0,0.0,4.0,363.0,5.0,17.0,325.0,0.0,0.0,0.0,912.0,5.0,2.0,7175.0,0.0,47.0,0.0,44.2,390503.0,440.6,0.0,0.0,0.0,2160.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,190.0,0.0,741.0,59.0,8437712.0,0.0,0.0,0.0,51.0,75.0,0.0,63.0,-106683.0,169416.0,276099.0,1680.0,19.0,0.0,0.0,Bournemouth,Asmir Begovic
60,742.0,3.0,3000.0,1.0,3.0,16.0,768.0,18.0,144.0,2771.0,239.30000000000004,3.0,0.0,10184.0,0.0,2.0,7265.0,21.0,21.0,3.0,131.2,400310.0,790.0,13.0,0.0,0.0,3056.0,2.0,1.0,394.0,0.0,0.0,0.0,0.0,183.0,0.0,742.0,0.0,24902537.0,5.0,13.0,16.0,50.0,68.0,278.0,177.0,1074808.0,2514037.0,1439229.0,2242.0,19.0,2.0,3.0,Manchester City,Aymeric Laporte
61,741.0,2.0,780.0,5.0,6.0,19.0,541.0,11.0,72.0,595.0,585.6,45.0,0.0,12388.0,0.0,1.0,7288.0,46.0,35.0,12.0,232.10000000000002,401979.0,783.6,46.0,0.0,0.0,2916.0,9.0,3.0,390.0,0.0,0.0,0.0,0.0,169.0,0.0,741.0,0.0,3305648.0,108.0,11.0,17.0,43.0,47.0,954.0,141.0,44236.0,294716.0,250480.0,2338.0,19.0,4.0,2.0,Newcastle United,Ayoze Pérez
62,742.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.5,0.0,0.0,5624.0,0.0,0.0,7203.0,1.0,2.0,0.0,0.30000000000000004,395681.0,3.0,0.0,0.0,0.0,26.0,1.0,0.0,406.0,0.0,0.0,0.0,0.0,5.0,0.0,742.0,0.0,38618.0,3.0,1.0,0.0,55.0,49.0,0.0,4.0,-900.0,1330.0,2230.0,1885.0,19.0,0.0,0.0,Crystal Palace,Bakary Sako
63,744.0,4.0,1030.0,6.0,2.0,8.0,356.0,8.0,39.0,824.0,436.6,28.0,0.0,13870.0,0.0,0.0,7301.0,23.0,21.0,5.0,158.49999999999994,405398.0,467.19999999999993,27.0,0.0,0.0,1822.0,3.0,2.0,386.0,0.0,0.0,0.0,0.0,123.0,0.0,744.0,0.0,7239773.0,56.0,12.0,13.0,49.0,57.0,681.0,94.0,-141731.0,512586.0,654317.0,3383.0,19.0,1.0,4.0,Tottenham Hotspurs,Bamidele Alli
64,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16112.0,0.0,0.0,7319.0,0.0,0.0,0.0,0.0,407786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,51865.0,0.0,0.0,0.0,40.0,53.0,0.0,0.0,-2644.0,100.0,2744.0,1900.0,19.0,0.0,0.0,Wolves,Barry Douglas
65,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6612.0,0.0,0.0,7230.0,0.0,0.0,0.0,0.0,395034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,0.0,116533.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,-1487.0,3679.0,5166.0,1648.0,19.0,0.0,0.0,Everton,Beni Baningime
