,GW,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,name
66,741.0,5.0,1691.0,2.0,1.0,8.0,578.0,10.0,173.0,1225.0,674.6,47.0,0.0,8322.0,0.0,0.0,7244.0,32.0,43.0,0.0,170.00000000000003,397913.0,721.0,45.0,0.0,0.0,3240.0,2.0,21.0,398.0,0.0,0.0,0.0,0.0,184.0,0.0,741.0,0.0,5121522.0,83.0,18.0,9.0,47.0,52.0,298.0,118.0,123120.0,478363.0,355243.0,1920.0,19.0,0.0,4.0,Leicester,Benjamin Chilwell
67,742.0,6.0,651.0,4.0,0.0,6.0,262.0,4.0,30.0,574.0,222.70000000000002,8.0,0.0,10146.0,0.0,0.0,7265.0,12.0,6.0,0.0,54.20000000000001,400266.0,250.79999999999998,12.0,0.0,0.0,900.0,0.0,11.0,394.0,0.0,0.0,0.0,0.0,66.0,0.0,742.0,0.0,25141769.0,20.0,8.0,2.0,50.0,68.0,70.0,59.0,-460646.0,1948517.0,2409163.0,2353.0,19.0,0.0,1.0,Manchester City,Benjamin Mendy
68,744.0,0.0,1084.0,3.0,0.0,5.0,361.0,6.0,95.0,899.0,256.60000000000014,5.0,0.0,13528.0,0.0,2.0,7301.0,18.0,26.0,0.0,82.30000000000001,405020.0,388.20000000000016,15.0,0.0,0.0,1837.0,0.0,8.0,386.0,0.0,0.0,0.0,0.0,94.0,0.0,744.0,0.0,5791148.0,22.0,17.0,6.0,49.0,57.0,176.0,66.0,-338042.0,110603.0,448645.0,2148.0,19.0,0.0,2.0,Tottenham Hotspurs,Ben Davies
69,744.0,0.0,1152.0,0.0,0.0,11.0,703.0,7.0,46.0,525.0,50.0,0.0,0.0,16910.0,2.0,1.0,7316.0,2.0,59.0,0.0,104.1,408660.0,988.0,5.0,0.0,0.0,3420.0,0.0,0.0,384.0,0.0,2.0,0.0,1.0,372.0,0.0,744.0,128.0,12518660.0,0.0,2.0,1.0,54.0,57.0,1.0,129.0,395889.0,808229.0,412340.0,1723.0,19.0,0.0,1.0,Watford,Ben Foster
70,741.0,0.0,33.0,0.0,0.0,0.0,17.0,0.0,3.0,22.0,0.4,0.0,0.0,18658.0,0.0,0.0,7182.0,2.0,3.0,1.0,7.6,408249.0,42.4,0.0,0.0,0.0,62.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,3.0,0.0,741.0,0.0,272167.0,0.0,1.0,0.0,53.0,60.0,33.0,6.0,-14570.0,2326.0,16896.0,1833.0,19.0,0.0,1.0,Burnley,Ben Gibson
71,741.0,0.0,191.0,0.0,0.0,0.0,98.0,0.0,5.0,86.0,0.0,0.0,0.0,7220.0,2.0,0.0,7234.0,0.0,21.0,0.0,15.7,396811.0,158.0,0.0,0.0,0.0,552.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,56.0,0.0,741.0,24.0,15641568.0,0.0,0.0,0.0,43.0,55.0,0.0,9.0,97878.0,550074.0,452196.0,1512.0,19.0,0.0,0.0,Huddersfield,Ben Hamer
72,741.0,2.0,1505.0,3.0,1.0,5.0,572.0,8.0,331.0,1124.0,113.80000000000001,6.0,0.0,2660.0,1.0,3.0,7182.0,27.0,68.0,0.0,123.89999999999999,392251.0,885.4000000000001,8.0,0.0,0.0,3420.0,0.0,2.0,412.0,2.0,1.0,0.0,0.0,250.0,0.0,741.0,0.0,5214400.0,6.0,14.0,16.0,53.0,60.0,238.0,81.0,-166442.0,112437.0,278879.0,1801.0,19.0,0.0,9.0,Burnley,Ben Mee
73,751.0,1.0,268.0,2.0,0.0,0.0,136.0,4.0,48.0,191.0,59.300000000000004,11.0,0.0,2166.0,0.0,0.0,7159.0,18.0,17.0,1.0,33.6,397106.0,224.0,4.0,0.0,0.0,935.0,0.0,1.0,414.0,0.0,1.0,0.0,0.0,56.0,0.0,751.0,0.0,1043508.0,20.0,10.0,3.0,44.0,51.0,53.0,36.0,7066.0,89432.0,82366.0,1676.0,19.0,1.0,4.0,Brighton,Beram Kayal
74,742.0,8.0,1707.0,11.0,7.0,17.0,649.0,15.0,53.0,1469.0,1026.3,46.0,0.0,10488.0,0.0,1.0,7265.0,31.0,22.0,7.0,289.6,400662.0,796.4000000000001,71.0,0.0,0.0,2849.0,2.0,10.0,394.0,0.0,0.0,0.0,0.0,163.0,0.0,742.0,0.0,18878337.0,73.0,30.0,14.0,50.0,68.0,1069.0,154.0,506495.0,2354973.0,1848478.0,2872.0,19.0,2.0,3.0,Manchester City,Bernardo Mota Veiga de Carvalho e Silva
75,751.0,1.0,787.0,0.0,0.0,0.0,290.0,2.0,109.0,573.0,172.60000000000002,14.0,0.0,16720.0,0.0,0.0,7159.0,17.0,29.0,0.0,70.0,412483.0,444.20000000000005,10.0,0.0,0.0,1749.0,2.0,7.0,414.0,0.0,0.0,0.0,0.0,122.0,0.0,751.0,0.0,279680.0,20.0,26.0,3.0,44.0,51.0,83.0,39.0,-2845.0,15637.0,18482.0,1609.0,19.0,0.0,4.0,Brighton,Bernardo Fernandes da Silva Junior
76,739.0,4.0,807.0,3.0,4.0,5.0,319.0,13.0,41.0,611.0,589.5999999999999,36.0,0.0,19266.0,0.0,1.0,7230.0,17.0,19.0,1.0,133.3,407760.0,366.0,41.0,0.0,0.0,2108.0,2.0,13.0,404.0,0.0,0.0,0.0,0.0,180.0,0.0,739.0,0.0,531881.0,81.0,19.0,9.0,45.0,55.0,377.0,88.0,-4809.0,57117.0,61926.0,2246.0,19.0,0.0,5.0,Everton,Bernard Anício Caldeira Duarte
77,745.0,0.0,922.0,0.0,0.0,5.0,568.0,6.0,34.0,638.0,0.0,0.0,0.0,76.0,4.0,1.0,7148.0,0.0,42.0,0.0,80.49999999999999,391924.0,807.1999999999999,0.0,0.0,0.0,2832.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,297.0,0.0,745.0,105.0,5328356.0,1.0,0.0,0.0,47.0,77.0,0.0,106.0,133639.0,384003.0,250364.0,1836.0,19.0,0.0,0.0,Arsenal,Bernd Leno
78,743.0,3.0,311.0,1.0,1.0,9.0,276.0,4.0,15.0,222.0,224.40000000000003,16.0,0.0,4180.0,0.0,0.0,7183.0,5.0,30.0,5.0,90.99999999999999,394648.0,296.59999999999997,16.0,0.0,0.0,1413.0,11.0,2.0,410.0,0.0,0.0,0.0,0.0,61.0,0.0,743.0,0.0,1691607.0,40.0,6.0,10.0,51.0,52.0,392.0,80.0,17123.0,186922.0,169799.0,1992.0,19.0,1.0,0.0,Cardiff,Bobby Reid
79,744.0,1.0,56.0,0.0,2.0,0.0,19.0,0.0,0.0,44.0,30.900000000000002,1.0,0.0,16644.0,0.0,0.0,7319.0,0.0,0.0,0.0,13.6,408374.0,24.6,2.0,0.0,0.0,130.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,11.0,0.0,744.0,0.0,1055763.0,6.0,1.0,6.0,40.0,53.0,90.0,10.0,-35930.0,35252.0,71182.0,1789.0,19.0,0.0,0.0,Wolves,Bonatini Lohner Maia Bonatini
80,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10564.0,0.0,0.0,7265.0,0.0,0.0,0.0,0.0,400750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,0.0,99979.0,0.0,0.0,0.0,50.0,68.0,0.0,0.0,-2258.0,1481.0,3739.0,1803.0,19.0,0.0,0.0,Manchester City,Brahim Diaz
81,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16568.0,0.0,0.0,7319.0,0.0,0.0,0.0,0.0,408290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,320147.0,0.0,0.0,0.0,40.0,53.0,0.0,0.0,-10003.0,6865.0,16868.0,1646.0,19.0,0.0,0.0,Wolves,Bright Enobakhare
82,743.0,1.0,965.0,0.0,0.0,4.0,581.0,10.0,275.0,628.0,105.49999999999999,10.0,0.0,3496.0,1.0,2.0,7183.0,15.0,67.0,0.0,100.40000000000002,393892.0,722.0,6.0,0.0,0.0,3375.0,1.0,2.0,410.0,0.0,2.0,0.0,0.0,270.0,0.0,743.0,0.0,565491.0,16.0,20.0,2.0,51.0,52.0,172.0,97.0,25119.0,60578.0,35459.0,1685.0,19.0,0.0,0.0,Cardiff,Bruno Ecuele Manga
83,751.0,1.0,512.0,1.0,0.0,7.0,229.0,4.0,38.0,422.0,101.99999999999999,4.0,0.0,1900.0,1.0,0.0,7159.0,4.0,17.0,0.0,29.800000000000004,396798.0,181.60000000000002,6.0,0.0,0.0,1131.0,3.0,5.0,414.0,0.0,0.0,0.0,0.0,67.0,0.0,751.0,0.0,848574.0,4.0,12.0,1.0,44.0,51.0,14.0,46.0,-2835.0,51468.0,54303.0,1675.0,19.0,0.0,2.0,Brighton,Bruno Saltor Grau
84,351.0,0.0,160.0,0.0,0.0,0.0,37.0,0.0,23.0,130.0,2.2,2.0,0.0,13390.0,1.0,1.0,3393.0,7.0,3.0,0.0,8.4,190559.0,59.2,0.0,0.0,0.0,281.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,19.0,0.0,351.0,0.0,58302.0,1.0,1.0,1.0,31.0,34.0,22.0,7.0,-2991.0,922.0,3913.0,1282.0,12.0,0.0,1.0,Leicester,Caglar Söyüncü
85,746.0,1.0,208.0,2.0,1.0,1.0,83.0,2.0,3.0,178.0,143.2,12.0,0.0,4978.0,0.0,0.0,7203.0,1.0,5.0,0.0,36.199999999999996,397284.0,89.2,9.0,0.0,0.0,388.0,3.0,6.0,408.0,0.0,0.0,0.0,0.0,28.0,0.0,746.0,0.0,4707020.0,12.0,4.0,1.0,36.0,66.0,133.0,18.0,-14123.0,356384.0,370507.0,1612.0,19.0,0.0,0.0,Chelsea,Callum Hudson-Odoi
86,743.0,2.0,550.0,3.0,2.0,4.0,227.0,5.0,39.0,266.0,311.90000000000003,7.0,0.0,3838.0,0.0,0.0,7183.0,41.0,41.0,4.0,111.70000000000002,394270.0,266.79999999999995,23.0,0.0,0.0,1993.0,10.0,6.0,410.0,0.0,0.0,0.0,0.0,66.0,0.0,743.0,0.0,1374015.0,25.0,13.0,22.0,51.0,52.0,541.0,80.0,2448.0,174099.0,171651.0,1947.0,19.0,2.0,4.0,Cardiff,Callum Paterson
87,741.0,12.0,442.0,13.0,20.0,22.0,525.0,9.0,24.0,300.0,388.40000000000003,17.0,0.0,1634.0,0.0,0.0,7175.0,41.0,47.0,14.0,224.99999999999997,391225.0,737.8000000000002,31.0,0.0,0.0,2528.0,20.0,6.0,416.0,0.0,0.0,1.0,0.0,61.0,0.0,741.0,0.0,49683075.0,68.0,7.0,24.0,51.0,75.0,1137.0,168.0,818124.0,4432836.0,3614712.0,2480.0,19.0,3.0,3.0,Bournemouth,Callum Wilson
88,740.0,0.0,1484.0,1.0,2.0,0.0,431.0,5.0,185.0,1168.0,231.89999999999998,20.0,0.0,342.0,1.0,3.0,7217.0,34.0,52.0,2.0,124.50000000000001,389032.0,608.9999999999999,16.0,0.0,0.0,2586.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,226.0,0.0,740.0,0.0,2297491.0,35.0,20.0,13.0,48.0,67.0,401.0,60.0,-39718.0,62567.0,102285.0,1617.0,19.0,0.0,9.0,Fulham,Calum Chambers
89,741.0,0.0,145.0,0.0,0.0,0.0,44.0,0.0,5.0,128.0,28.8,4.0,0.0,19684.0,1.0,1.0,7297.0,3.0,4.0,0.0,7.800000000000001,409275.0,24.6,2.0,0.0,0.0,240.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,14.0,0.0,741.0,0.0,435925.0,4.0,4.0,0.0,47.0,60.0,24.0,9.0,-12485.0,7026.0,19511.0,1666.0,19.0,0.0,0.0,West Ham,Carlos Sánchez
90,739.0,3.0,260.0,1.0,3.0,3.0,166.0,1.0,8.0,183.0,172.20000000000005,2.0,0.0,6726.0,0.0,0.0,7230.0,17.0,17.0,3.0,92.79999999999998,395152.0,212.6,13.0,0.0,0.0,1044.0,8.0,1.0,404.0,0.0,0.0,0.0,0.0,40.0,0.0,739.0,0.0,5090755.0,27.0,8.0,14.0,45.0,55.0,546.0,56.0,-251333.0,158096.0,409429.0,2506.0,19.0,0.0,3.0,Everton,Cenk Tosun
91,746.0,0.0,193.0,0.0,0.0,0.0,36.0,0.0,2.0,167.0,58.49999999999999,0.0,0.0,4674.0,0.0,1.0,7203.0,1.0,2.0,0.0,10.899999999999999,396964.0,37.0,3.0,0.0,0.0,175.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,17.0,0.0,746.0,0.0,933788.0,3.0,3.0,1.0,36.0,66.0,14.0,6.0,-55108.0,4891.0,59999.0,2377.0,19.0,0.0,1.0,Chelsea,Cesc Fàbregas
92,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12008.0,0.0,0.0,7288.0,0.0,0.0,0.0,0.0,401599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,266406.0,0.0,0.0,0.0,43.0,47.0,0.0,0.0,-7643.0,1238.0,8881.0,1520.0,19.0,0.0,0.0,Newcastle United,Chancel Mbemba
93,745.0,2.0,195.0,1.0,5.0,1.0,117.0,5.0,17.0,114.0,115.29999999999998,1.0,0.0,13224.0,0.0,0.0,7297.0,14.0,17.0,2.0,67.39999999999999,405337.0,158.40000000000003,10.0,0.0,0.0,970.0,9.0,0.0,388.0,0.0,0.0,1.0,0.0,28.0,0.0,745.0,0.0,1211938.0,21.0,3.0,12.0,48.0,62.0,405.0,46.0,-71393.0,48378.0,119771.0,2113.0,19.0,1.0,1.0,Southampton,Charlie Austin
94,741.0,0.0,838.0,0.0,1.0,1.0,278.0,4.0,71.0,664.0,215.4,10.0,0.0,1064.0,2.0,0.0,7175.0,7.0,34.0,1.0,66.2,390655.0,289.8,12.0,0.0,0.0,1583.0,0.0,8.0,416.0,0.0,0.0,0.0,0.0,110.0,0.0,741.0,0.0,12293001.0,18.0,10.0,5.0,51.0,75.0,156.0,44.0,-677176.0,169013.0,846189.0,1601.0,19.0,0.0,4.0,Bournemouth,Charlie Daniels
95,741.0,1.0,1175.0,2.0,0.0,2.0,505.0,7.0,156.0,853.0,268.5,38.0,0.0,2812.0,0.0,0.0,7182.0,15.0,64.0,0.0,94.89999999999996,392403.0,649.4000000000001,10.0,0.0,0.0,3240.0,1.0,21.0,412.0,0.0,0.0,0.0,0.0,204.0,0.0,741.0,0.0,766989.0,52.0,16.0,5.0,53.0,60.0,30.0,82.0,9706.0,52212.0,42506.0,1676.0,19.0,0.0,2.0,Burnley,Charlie Taylor
96,742.0,3.0,761.0,1.0,0.0,0.0,251.0,9.0,59.0,610.0,198.5,11.0,0.0,15656.0,0.0,0.0,7203.0,34.0,30.0,0.0,75.6,405954.0,337.4,14.0,0.0,0.0,1889.0,3.0,1.0,406.0,0.0,0.0,0.0,0.0,113.0,0.0,742.0,0.0,618886.0,35.0,17.0,8.0,55.0,49.0,222.0,67.0,-16443.0,15876.0,32319.0,1801.0,19.0,0.0,3.0,Crystal Palace,Cheikhou Kouyaté
97,741.0,1.0,380.0,1.0,1.0,0.0,175.0,6.0,24.0,312.0,273.0,24.0,0.0,12160.0,0.0,0.0,7288.0,13.0,18.0,1.0,82.30000000000001,401751.0,218.8,18.0,0.0,0.0,1481.0,4.0,8.0,390.0,0.0,0.0,0.0,0.0,87.0,0.0,741.0,0.0,206248.0,57.0,13.0,10.0,43.0,47.0,331.0,55.0,-4616.0,7667.0,12283.0,1963.0,19.0,0.0,2.0,Newcastle United,Christian Atsu
98,742.0,1.0,240.0,3.0,3.0,3.0,65.0,3.0,16.0,137.0,118.39999999999998,5.0,0.0,5776.0,0.0,0.0,7203.0,18.0,13.0,1.0,56.09999999999999,395841.0,106.0,9.0,0.0,0.0,807.0,10.0,0.0,406.0,0.0,0.0,0.0,0.0,18.0,0.0,742.0,0.0,1230912.0,18.0,1.0,13.0,55.0,49.0,348.0,33.0,-46558.0,32967.0,79525.0,2408.0,19.0,0.0,1.0,Crystal Palace,Christian Benteke
99,744.0,12.0,1869.0,10.0,4.0,15.0,675.0,8.0,24.0,1514.0,1148.6999999999998,18.0,0.0,13832.0,0.0,0.0,7301.0,17.0,37.0,8.0,283.00000000000006,405356.0,875.9999999999998,73.0,0.0,0.0,2770.0,2.0,19.0,386.0,0.0,0.0,0.0,0.0,187.0,0.0,744.0,0.0,15928347.0,51.0,19.0,25.0,49.0,57.0,801.0,161.0,-442797.0,1096370.0,1539167.0,3532.0,19.0,4.0,3.0,Tottenham Hotspurs,Christian Eriksen
100,741.0,0.0,119.0,0.0,0.0,0.0,38.0,0.0,11.0,98.0,85.60000000000001,1.0,0.0,8208.0,0.0,0.0,7244.0,3.0,5.0,0.0,14.9,397799.0,50.400000000000006,6.0,0.0,0.0,206.0,0.0,3.0,398.0,0.0,0.0,0.0,0.0,17.0,0.0,741.0,0.0,1052196.0,2.0,1.0,1.0,47.0,52.0,14.0,3.0,-29239.0,9627.0,38866.0,1592.0,19.0,0.0,0.0,Leicester,Christian Fuchs
101,744.0,0.0,551.0,0.0,2.0,1.0,212.0,3.0,157.0,407.0,24.0,0.0,0.0,14440.0,0.0,0.0,7316.0,22.0,29.0,0.0,56.699999999999996,406028.0,355.2,1.0,0.0,0.0,1584.0,0.0,0.0,384.0,0.0,2.0,0.0,0.0,61.0,1.0,744.0,0.0,872725.0,2.0,6.0,2.0,54.0,57.0,189.0,36.0,-24249.0,25388.0,49637.0,1684.0,19.0,0.0,2.0,Watford,Christian Kabasele
102,741.0,1.0,1558.0,1.0,2.0,7.0,517.0,5.0,231.0,1290.0,35.8,1.0,0.0,7296.0,1.0,2.0,7234.0,26.0,72.0,1.0,88.7,396887.0,679.4000000000001,2.0,0.0,0.0,3260.0,0.0,0.0,400.0,0.0,1.0,0.0,0.0,123.0,1.0,741.0,0.0,5662501.0,4.0,26.0,9.0,43.0,55.0,169.0,76.0,-51056.0,216416.0,267472.0,1639.0,19.0,0.0,4.0,Huddersfield,Christopher Schindler
103,741.0,4.0,840.0,3.0,0.0,6.0,313.0,1.0,74.0,629.0,379.9000000000001,9.0,0.0,7334.0,0.0,0.0,7234.0,14.0,55.0,0.0,88.80000000000001,396925.0,325.79999999999995,20.0,0.0,0.0,2052.0,2.0,23.0,400.0,0.0,1.0,0.0,0.0,100.0,0.0,741.0,0.0,285656.0,16.0,11.0,6.0,43.0,55.0,183.0,49.0,-5470.0,10026.0,15496.0,1677.0,19.0,0.0,2.0,Huddersfield,Chris Löwe
104,744.0,0.0,951.0,0.0,2.0,3.0,335.0,4.0,152.0,819.0,31.000000000000007,2.0,0.0,10792.0,0.0,1.0,7264.0,22.0,36.0,1.0,65.99999999999999,402126.0,453.4000000000001,2.0,0.0,0.0,2127.0,2.0,0.0,392.0,1.0,1.0,0.0,0.0,82.0,0.0,744.0,0.0,3636231.0,3.0,11.0,7.0,57.0,62.0,176.0,56.0,-102440.0,117286.0,219726.0,2160.0,19.0,1.0,1.0,Manchester United,Chris Smalling
105,741.0,3.0,599.0,6.0,8.0,17.0,379.0,7.0,34.0,387.0,310.30000000000007,8.0,0.0,3306.0,0.0,1.0,7182.0,27.0,49.0,10.0,167.9,392897.0,475.79999999999995,21.0,0.0,0.0,2580.0,52.0,2.0,412.0,0.0,0.0,0.0,0.0,88.0,0.0,741.0,0.0,1382574.0,52.0,7.0,27.0,53.0,60.0,911.0,131.0,50540.0,199739.0,149199.0,2378.0,19.0,3.0,2.0,Burnley,Chris Wood
106,741.0,0.0,302.0,0.0,0.0,4.0,194.0,2.0,77.0,227.0,25.000000000000004,0.0,0.0,11818.0,0.0,0.0,7288.0,6.0,15.0,3.0,42.6,401409.0,293.20000000000005,2.0,0.0,0.0,857.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,46.0,0.0,741.0,0.0,501124.0,2.0,12.0,2.0,43.0,47.0,105.0,42.0,-7771.0,21824.0,29595.0,1710.0,19.0,1.0,1.0,Newcastle United,Ciaran Clark
107,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9918.0,0.0,0.0,7265.0,0.0,0.0,0.0,0.0,400002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,0.0,280981.0,0.0,0.0,0.0,50.0,68.0,0.0,0.0,-8959.0,1459.0,10418.0,1843.0,19.0,0.0,0.0,Manchester City,Claudio Bravo
108,741.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,13.7,1.0,0.0,7942.0,0.0,0.0,7234.0,2.0,2.0,0.0,1.6,397533.0,2.2,1.0,0.0,0.0,37.0,1.0,0.0,400.0,0.0,0.0,0.0,0.0,2.0,0.0,741.0,0.0,8450151.0,2.0,0.0,0.0,43.0,55.0,0.0,2.0,-124180.0,360943.0,485123.0,1647.0,19.0,0.0,0.0,Huddersfield,Collin Quaner
109,742.0,1.0,11.0,0.0,0.0,0.0,23.0,0.0,2.0,5.0,41.900000000000006,0.0,0.0,16872.0,0.0,0.0,7203.0,3.0,1.0,0.0,12.0,407218.0,23.2,4.0,0.0,0.0,61.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,2.0,0.0,742.0,0.0,225416.0,2.0,0.0,3.0,55.0,49.0,55.0,9.0,-4159.0,12572.0,16731.0,1869.0,19.0,0.0,0.0,Crystal Palace,Connor Wickham
110,744.0,0.0,1687.0,1.0,0.0,6.0,585.0,9.0,182.0,1422.0,26.200000000000006,3.0,0.0,16340.0,0.0,3.0,7319.0,10.0,46.0,0.0,61.80000000000001,408038.0,593.2,2.0,0.0,0.0,3420.0,0.0,0.0,380.0,3.0,0.0,0.0,0.0,250.0,0.0,744.0,0.0,1501778.0,4.0,12.0,0.0,40.0,53.0,0.0,94.0,30491.0,88911.0,58420.0,1710.0,19.0,0.0,5.0,Wolves,Conor Coady
111,744.0,0.0,1279.0,0.0,3.0,5.0,552.0,6.0,241.0,1042.0,25.5,3.0,0.0,14288.0,1.0,3.0,7316.0,16.0,54.0,3.0,100.79999999999998,405860.0,719.5999999999999,1.0,0.0,0.0,3095.0,0.0,0.0,384.0,2.0,0.0,0.0,0.0,163.0,0.0,744.0,0.0,3537291.0,3.0,20.0,4.0,54.0,57.0,262.0,93.0,317038.0,527260.0,210222.0,1714.0,19.0,1.0,2.0,Watford,Craig Cathcart
112,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6194.0,0.0,0.0,7230.0,0.0,0.0,0.0,0.0,394594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,0.0,119242.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,-7920.0,309.0,8229.0,1710.0,19.0,0.0,0.0,Everton,Cuco Martina
113,740.0,1.0,886.0,1.0,0.0,2.0,278.0,3.0,118.0,681.0,293.09999999999997,24.0,0.0,17480.0,0.0,1.0,7217.0,29.0,42.0,0.0,82.2,406578.0,423.19999999999993,17.0,0.0,0.0,1941.0,2.0,16.0,402.0,0.0,1.0,0.0,0.0,94.0,0.0,740.0,0.0,360993.0,49.0,11.0,6.0,48.0,67.0,107.0,42.0,-7393.0,8966.0,16359.0,1615.0,19.0,0.0,7.0,Fulham,Cyrus Christie
114,745.0,2.0,595.0,2.0,0.0,7.0,273.0,4.0,78.0,433.0,226.49999999999997,7.0,0.0,12616.0,2.0,0.0,7297.0,9.0,31.0,1.0,63.9,404697.0,309.0,12.0,0.0,0.0,1493.0,1.0,14.0,388.0,0.0,0.0,0.0,0.0,86.0,0.0,745.0,0.0,8629238.0,16.0,14.0,3.0,48.0,62.0,103.0,52.0,-301040.0,225589.0,526629.0,1638.0,19.0,0.0,4.0,Southampton,Cédric Soares
115,746.0,6.0,2479.0,5.0,0.0,11.0,822.0,16.0,139.0,2161.0,525.1000000000001,9.0,0.0,4294.0,0.0,3.0,7203.0,39.0,39.0,1.0,163.19999999999996,396564.0,815.0000000000001,27.0,0.0,0.0,3402.0,2.0,21.0,408.0,0.0,1.0,0.0,0.0,200.0,0.0,746.0,0.0,23196181.0,21.0,33.0,5.0,36.0,66.0,286.0,158.0,-250769.0,511761.0,762530.0,2414.0,19.0,0.0,4.0,Chelsea,César Azpilicueta
116,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11020.0,0.0,0.0,7264.0,0.0,0.0,0.0,0.0,402378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,21736.0,0.0,0.0,0.0,57.0,62.0,0.0,0.0,-525.0,154.0,679.0,1900.0,19.0,0.0,0.0,Manchester United,Daley Blind
117,751.0,1.0,1352.0,0.0,0.0,4.0,404.0,5.0,109.0,1132.0,249.30000000000007,7.0,0.0,2128.0,0.0,0.0,7159.0,44.0,46.0,1.0,83.6,397062.0,498.20000000000005,18.0,0.0,0.0,2484.0,0.0,1.0,414.0,0.0,0.0,0.0,0.0,197.0,1.0,751.0,0.0,9947400.0,19.0,40.0,7.0,44.0,51.0,88.0,65.0,-367136.0,135411.0,502547.0,1667.0,19.0,0.0,6.0,Brighton,Dale Stephens
118,741.0,0.0,372.0,0.0,1.0,0.0,103.0,1.0,44.0,317.0,46.7,1.0,0.0,8588.0,0.0,1.0,7244.0,6.0,9.0,0.0,20.8,398179.0,139.0,3.0,0.0,0.0,639.0,1.0,0.0,398.0,0.0,1.0,0.0,0.0,59.0,0.0,741.0,0.0,457929.0,6.0,7.0,3.0,47.0,52.0,21.0,15.0,-9358.0,11542.0,20900.0,1657.0,19.0,0.0,2.0,Leicester,Daniel Amartey
119,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4864.0,0.0,0.0,7203.0,0.0,0.0,0.0,0.0,397164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,0.0,279543.0,0.0,0.0,0.0,36.0,66.0,0.0,0.0,-6425.0,2313.0,8738.0,1784.0,19.0,0.0,0.0,Chelsea,Daniel Drinkwater
120,741.0,1.0,190.0,1.0,0.0,2.0,121.0,2.0,3.0,153.0,117.6,6.0,0.0,17936.0,0.0,0.0,7255.0,5.0,5.0,2.0,41.7,407527.0,117.60000000000001,8.0,0.0,0.0,498.0,4.0,1.0,396.0,0.0,0.0,0.0,0.0,18.0,0.0,741.0,0.0,2344492.0,15.0,2.0,7.0,44.0,67.0,186.0,34.0,-38456.0,97186.0,135642.0,2175.0,19.0,0.0,1.0,Liverpool,Daniel Sturridge
